ma_id,review_id,k,total_n,estimate,p_value,significant,pi_crosses_null,robustness,n_audit_fails,has_pub_bias,verdict,failed_criteria
CD002112_pub2_data__A3,CD002112,23,1929,-0.429739,0.013649,True,False,Fragile,0,False,NOT YET,robustness
CD002112_pub2_data__A4,CD002112,40,3817,0.200735,0.348877,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002112_pub2_data__A5,CD002112,8,825,0.050563,0.870575,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002112_pub2_data__A6,CD002112,3,269,0.233975,0.56573,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002115_pub6_data__A1,CD002115,6,565,-0.288376,0.746736,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002115_pub6_data__A2,CD002115,14,906,1.251782,5.8e-05,True,False,Unstable,2,True,NOT YET,robustness;audit_flags;pub_bias
CD002115_pub6_data__A3,CD002115,8,454,-0.336289,0.659764,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD002115_pub6_data__A4,CD002115,2,46,-0.160355,0.92985,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002115_pub6_data__A5,CD002115,2,220,0.017148,0.99235,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002115_pub6_data__A6,CD002115,7,405,-0.059052,0.941218,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002115_pub6_data__A7,CD002115,3,248,0.010157,0.993852,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002115_pub6_data__A8,CD002115,2,264,0.0,1.0,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002115_pub6_data__A9,CD002115,4,396,0.278337,0.579524,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002115_pub6_data__A11,CD002115,7,521,-0.511102,0.367514,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002115_pub6_data__A13,CD002115,4,257,0.566989,0.522296,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002122_pub3_data__A1,CD002122,19,7636,-0.14902,0.330936,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002122_pub3_data__A2,CD002122,67,10605,-0.133304,0.42738,False,True,Unstable,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002122_pub3_data__A3,CD002122,41,2823,-0.10115,0.453546,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002122_pub3_data__A4,CD002122,9,1395,0.50115,0.591878,False,True,Unstable,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002122_pub3_data__A5,CD002122,2,1505,0.036748,0.958964,False,False,Unstable,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD002122_pub3_data__A6,CD002122,43,3915,-0.380345,0.032539,True,True,Unstable,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD002122_pub3_data__A7,CD002122,90,12237,0.004306,0.980748,False,True,Unstable,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002203_pub5_data__A1,CD002203,23,2423,-0.003282,0.993834,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD002203_pub5_data__A2,CD002203,13,1164,0.032311,0.954895,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002203_pub5_data__A3,CD002203,13,2026,0.789516,0.003548,True,True,Unstable,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD002203_pub5_data__A4,CD002203,5,208,-0.006359,0.995873,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD002203_pub5_data__A5,CD002203,51,9680,-0.131891,0.092737,False,True,Unstable,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD002203_pub5_data__A6,CD002203,3,544,0.06031,0.924452,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002203_pub5_data__A7,CD002203,7,1405,-0.283604,0.207585,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002203_pub5_data__A8,CD002203,1,130,-0.091667,0.963582,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A9,CD002203,4,608,-0.421288,0.390145,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002203_pub5_data__A10,CD002203,6,552,-0.887438,0.017975,True,False,Unstable,0,False,NOT YET,robustness
CD002203_pub5_data__A11,CD002203,2,220,0.926915,0.477667,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A12,CD002203,1,165,1.611222,0.000201,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A13,CD002203,5,755,0.018177,0.956383,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002203_pub5_data__A14,CD002203,4,611,-0.032088,0.912863,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002203_pub5_data__A15,CD002203,1,240,2.311319,0.028782,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A16,CD002203,2,206,-0.995795,0.465833,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A17,CD002203,5,863,-0.953736,0.016971,True,True,Unstable,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD002203_pub5_data__A18,CD002203,1,82,0.048202,0.980887,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A19,CD002203,1,82,0.048202,0.980887,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A20,CD002203,5,863,-0.14444,0.484512,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002203_pub5_data__A21,CD002203,1,82,0.048202,0.980887,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A22,CD002203,1,82,0.048202,0.980887,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A23,CD002203,1,82,-1.074221,0.514474,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A24,CD002203,1,82,0.048202,0.980887,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A25,CD002203,1,98,-0.243622,0.903539,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A26,CD002203,4,0,0.0,1.0,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD002203_pub5_data__A27,CD002203,1,177,0.078692,0.968702,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A28,CD002203,2,205,-0.166869,0.92598,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A29,CD002203,1,26,-0.298493,0.883528,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A30,CD002203,2,204,-0.137795,0.938801,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A31,CD002203,2,205,-0.166869,0.92598,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A32,CD002203,1,27,-0.361013,0.859299,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A33,CD002203,1,26,-0.298493,0.883528,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A34,CD002203,1,103,-0.173511,0.931198,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A35,CD002203,1,103,-0.173511,0.931198,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002203_pub5_data__A36,CD002203,1,37,-0.264693,0.896085,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD002243_pub5_data__A1,CD002243,75,23225,-0.200374,0.0013,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A2,CD002243,181,67399,-0.175118,1e-06,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A3,CD002243,72,23051,-0.202517,0.001321,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A4,CD002243,67,22617,-0.215046,0.001475,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A5,CD002243,70,21617,-0.202572,0.002873,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A6,CD002243,72,22427,-0.214722,0.001129,True,True,Unstable,2,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A7,CD002243,71,22551,-0.228529,0.0017,True,True,Unstable,2,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A8,CD002243,75,23132,-0.222038,0.000627,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A9,CD002243,22,2041,-0.234532,0.019839,True,False,Unstable,1,True,NOT YET,robustness;audit_flags;pub_bias
CD002243_pub5_data__A10,CD002243,15,8728,-0.036951,0.452974,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002243_pub5_data__A11,CD002243,53,18622,-0.221459,0.00548,True,True,Unstable,2,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A12,CD002243,13,8360,-0.201037,0.023257,True,True,Unstable,1,False,NOT YET,prediction_interval;robustness;audit_flags
CD002243_pub5_data__A13,CD002243,24,8866,-0.175723,0.028491,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A14,CD002243,25,8069,-0.086403,0.831779,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002243_pub5_data__A15,CD002243,10,778,-0.254332,0.700193,False,True,Unstable,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A16,CD002243,31,16954,-0.019433,0.957418,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A17,CD002243,9,710,-0.359372,0.608986,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002243_pub5_data__A18,CD002243,18,6938,0.731292,6.9e-05,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002243_pub5_data__A19,CD002243,16,7415,0.285492,0.000292,True,False,Unstable,0,False,NOT YET,robustness
CD002243_pub5_data__A20,CD002243,17,3220,-0.066852,0.892678,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD002243_pub5_data__A21,CD002243,148,64344,0.192203,0.000256,True,True,Unstable,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD002290_pub6_data__A1,CD002290,88,5682,-0.991873,0.0,True,True,Fragile,5,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD002290_pub6_data__A2,CD002290,68,3961,-0.247367,0.143424,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002290_pub6_data__A3,CD002290,46,2652,-0.829867,0.001255,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD002290_pub6_data__A4,CD002290,22,1779,-0.610756,0.026939,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD002290_pub6_data__A5,CD002290,5,428,0.088805,0.811686,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002303_pub4_data__A1,CD002303,8,1732,0.496741,0.236515,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD002303_pub4_data__A2,CD002303,7,1637,-0.392583,0.088894,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002971_pub6_data__A1,CD002971,11,2261,-0.634701,0.010708,True,False,Fragile,0,False,NOT YET,robustness
CD002971_pub6_data__A2,CD002971,7,1611,0.165339,0.236881,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002971_pub6_data__A3,CD002971,9,2116,0.001693,0.991668,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002971_pub6_data__A4,CD002971,9,1360,-0.0551,0.936583,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002971_pub6_data__A5,CD002971,9,1261,-0.098351,0.887198,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002971_pub6_data__A6,CD002971,2,438,-0.045115,0.979752,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD002971_pub6_data__A7,CD002971,2,438,-0.045115,0.979752,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD002971_pub6_data__A8,CD002971,2,387,-0.068659,0.969212,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD002971_pub6_data__A9,CD002971,2,387,-0.068659,0.969212,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD002971_pub6_data__A10,CD002971,6,2150,0.014695,0.986357,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002971_pub6_data__A11,CD002971,4,1124,-0.021729,0.950031,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD002971_pub6_data__A12,CD002971,1,299,-0.020762,0.974254,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD002971_pub6_data__A13,CD002971,1,299,-0.020001,0.992034,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD002971_pub6_data__A14,CD002971,6,2339,0.000628,0.995515,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD002971_pub6_data__A15,CD002971,2,400,-0.227394,0.685837,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD003129_pub2_data__A1,CD003129,4,422,0.801709,0.034143,True,True,Unstable,1,False,NOT YET,prediction_interval;robustness;audit_flags;evidence_volume
CD003129_pub2_data__A2,CD003129,1,207,0.454545,0.133158,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD003129_pub2_data__A3,CD003129,1,94,0.0,1.0,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD003129_pub2_data__A4,CD003129,1,114,-0.647832,0.747176,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD003129_pub2_data__A5,CD003129,2,270,0.361179,0.442697,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD003129_pub2_data__A6,CD003129,5,629,-0.74288,0.393952,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD003129_pub2_data__A7,CD003129,5,629,0.716501,0.332004,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD003214_pub4_data__A1,CD003214,1,173,0.087011,0.84608,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003214_pub4_data__A2,CD003214,1,173,0.068178,0.822993,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003214_pub4_data__A3,CD003214,1,173,-0.011494,0.995428,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003214_pub4_data__A4,CD003214,1,173,-0.011494,0.995428,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003214_pub4_data__A5,CD003214,1,173,-0.011494,0.995428,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003214_pub4_data__A6,CD003214,1,173,-0.391735,0.233213,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003214_pub4_data__A7,CD003214,1,173,-0.564496,0.237411,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003214_pub4_data__A8,CD003214,1,173,0.068993,0.865481,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD003216_pub3_data__A1,CD003216,26,7480,0.042631,0.710916,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD003216_pub3_data__A2,CD003216,15,932,0.274267,0.368699,False,True,Moderate,1,True,NOT YET,significance;prediction_interval;audit_flags;pub_bias
CD003216_pub3_data__A3,CD003216,9,535,0.106998,0.774369,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD003216_pub3_data__A4,CD003216,5,380,0.035012,0.950582,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD003216_pub3_data__A5,CD003216,2,204,0.027134,0.987903,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD003216_pub3_data__A6,CD003216,3,282,0.469319,0.607527,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD003216_pub3_data__A7,CD003216,1,138,0.05757,0.977118,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD003216_pub3_data__A8,CD003216,1,49,3.084528,0.038857,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD003218_pub3_data__A1,CD003218,3,114,0.045704,0.972391,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD003218_pub3_data__A2,CD003218,5,219,0.042611,0.964745,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD003218_pub3_data__A3,CD003218,2,48,0.069505,0.969359,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD003218_pub3_data__A4,CD003218,2,66,0.068773,0.969521,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD003218_pub3_data__A5,CD003218,6,242,0.022895,0.979014,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
